sp_elev,year,month,monthly_pet,monthly_tmed,monthly_prec
halepensis_low,1971,1,14.330387339262757,6.829032189423038,36.10000014305115
halepensis_low,1971,2,19.219313245875455,8.353571483067103,0
halepensis_low,1971,3,17.625495554096844,6.922580642084921,53.700000405311584
halepensis_low,1971,4,35.51645719875981,10.4899999777476,45.70000086724758
halepensis_low,1971,5,54.01626062883233,12.858064466907132,13.000000156462193
halepensis_low,1971,6,89.45030674918739,17.836666679382326,10.600000381469728
halepensis_low,1971,7,133.5464131294305,22.935483809440367,0
halepensis_low,1971,8,137.37711019306627,24.35806458996188,0.10000000149011612
halepensis_low,1971,9,89.22384902835422,19.92666670481364,5.800000190734863
halepensis_low,1971,10,62.57400380229305,16.53225809527982,0
halepensis_low,1971,11,16.159154542379273,7.410000014305115,37.100000619888306
halepensis_low,1971,12,12.993855996418178,6.509677333216513,106.1000002026558
halepensis_low,1972,1,11.02760222107644,5.748387082930534,6.300000049173832
halepensis_low,1972,2,15.577857218125658,7.275862036080196,0
halepensis_low,1972,3,24.74003162064217,8.6516129432186,12.49999976158142
halepensis_low,1972,4,41.60410386285957,11.640000073115033,0
halepensis_low,1972,5,60.85469706389516,13.906451517535794,4.399999812245369
halepensis_low,1972,6,94.32504407726285,18.469999917348225,32.60000038146973
halepensis_low,1972,7,131.2111086430817,22.67096777885191,0.30000001192092896
halepensis_low,1972,8,119.9863061174212,22.28387088160361,0
halepensis_low,1972,9,68.57655298980468,16.75999994277954,20.900000549852848
halepensis_low,1972,10,47.626969182969226,13.816129038410802,36.59999939799309
halepensis_low,1972,11,30.13605631206786,11.163333447774251,71.69999945163727
halepensis_low,1972,12,16.02172019942624,7.4709677542409585,0
halepensis_low,1973,1,14.299514919615548,6.819354841786046,3.1999999061226845
halepensis_low,1973,2,12.180912542143169,6.1892856785229275,17.200000762939453
halepensis_low,1973,3,21.2926443650911,7.838709708183043,41.69999904930592
halepensis_low,1973,4,40.737503862658286,11.479999923706057,3.8999999538064
halepensis_low,1973,5,76.99027955591546,16.23225808912708,6.099999904632568
halepensis_low,1973,6,97.60630130174012,18.88999999364217,0
halepensis_low,1973,7,135.03463531806042,23.103225954117313,0
halepensis_low,1973,8,133.3305213942649,23.883870893909084,5.900000095367432
halepensis_low,1973,9,98.76524912100024,21.30333325068156,0
halepensis_low,1973,10,50.77325175761658,14.409677474729476,78.40000230073929
halepensis_low,1973,11,30.78159953967336,11.319999965031942,28.500000774860386
halepensis_low,1973,12,13.83528668467581,6.783871012349283,40.20000100135803
halepensis_low,1974,1,20.44231408946451,8.62580640854374,0
halepensis_low,1974,2,14.677147269695698,6.99642859186445,2.100000001490116
halepensis_low,1974,3,24.65590843350217,8.632258092203449,17.500000074505806
halepensis_low,1974,4,32.6233764372023,9.920000012715658,7.900000095367432
halepensis_low,1974,5,80.20058777002903,16.67419356684531,0
halepensis_low,1974,6,101.748284734614,19.4133331934611,6.799999907612801
halepensis_low,1974,7,133.4036128781592,22.919354777182303,0.20000000298023224
halepensis_low,1974,8,128.81097469746146,23.348387072163245,0.20000000298023224
halepensis_low,1974,9,90.8632715967137,20.166666762034097,0.8999999761581421
halepensis_low,1974,10,42.094721567852865,12.73870971125941,66.59999966621399
halepensis_low,1974,11,27.76072698660216,10.576666736602784,0.10000000149011612
halepensis_low,1974,12,20.517340781301765,8.79032265755438,0
halepensis_low,1975,1,17.8289918928093,7.8838709554364605,6.799999952316284
halepensis_low,1975,2,18.659803226552057,8.192857248442513,25.90000009536743
halepensis_low,1975,3,21.25267912272857,7.829032251911778,43.89999909698963
halepensis_low,1975,4,36.88121107457087,10.75333325068156,43.200000286102295
halepensis_low,1975,5,54.24312558612202,12.89354831941666,8.000000193715096
halepensis_low,1975,6,91.38956613120868,18.089999930063883,3.0999999940395355
halepensis_low,1975,7,149.985932301225,24.75483875889932,0
halepensis_low,1975,8,131.11853319050678,23.62258062055034,1.9000000059604645
halepensis_low,1975,9,78.32038944872018,18.289999993642173,0
halepensis_low,1975,10,56.85542959177598,15.52258066977224,2.700000047683716
halepensis_low,1975,11,24.66937234135808,9.78666664759318,10.40000019222498
halepensis_low,1975,12,12.497739779975223,6.345161284169843,44.700000286102295
halepensis_low,1976,1,12.993778961721535,6.403225852597144,3.7999999076128006
halepensis_low,1976,2,16.188191995256794,7.462068985248434,8.299999810755253
halepensis_low,1976,3,25.23270102746241,8.764516138261364,0.20000000298023224
halepensis_low,1976,4,29.97742916332287,9.38333339691162,43.40000036358833
halepensis_low,1976,5,65.57384028098464,14.60645168058334,33.70000019669533
halepensis_low,1976,6,99.6831161090782,19.153333282470705,0
halepensis_low,1976,7,128.52326643250947,22.364516042893932,1.0000000149011612
halepensis_low,1976,8,124.23815013147863,22.800000036916423,0
halepensis_low,1976,9,75.5372934026418,17.860000133514404,5.700000047683716
halepensis_low,1976,10,40.69246309053014,12.458064525358138,17.600000001490116
halepensis_low,1976,11,18.80411799123878,8.186666695276896,0
halepensis_low,1976,12,17.03179782964859,7.777419320998653,32.10000002384186
halepensis_low,1977,1,13.941023473495845,6.706451615979595,25.999999716877937
halepensis_low,1977,2,20.610622666484005,8.746428625924247,22.299999237060547
halepensis_low,1977,3,34.382272555992316,10.741935468489125,0.10000000149011612
halepensis_low,1977,4,51.96864329013393,13.473333326975505,4.299999810755253
halepensis_low,1977,5,64.58532019194976,14.46129035949707,0.6000000238418579
halepensis_low,1977,6,91.00569097900524,18.04000005722046,0.4000000059604645
halepensis_low,1977,7,108.96940730658405,20.06451612903226,0
