sp_elev,year,month,monthly_pet,monthly_tmed,monthly_prec
pinaster_low,1971,1,11.427960683319023,4.751612947833154,80.50000067055225
pinaster_low,1971,2,17.044841155334225,6.47499999829701,2.6999999284744263
pinaster_low,1971,3,12.947067921557045,4.535483875582295,86.99999940395355
pinaster_low,1971,4,28.615425599641657,7.809999966621399,125.40000082552432
pinaster_low,1971,5,44.039118382161504,9.938709612815613,55.59999953210354
pinaster_low,1971,6,79.72766276283507,15.436666711171467,14.700000286102297
pinaster_low,1971,7,123.70990611394149,21.17096790190666,3.900000095367432
pinaster_low,1971,8,124.74732838416256,22.341935557703817,0.8999999910593033
pinaster_low,1971,9,82.09906171356391,17.946666622161864,6.899999834597111
pinaster_low,1971,10,56.46050633025512,14.293548430165936,0.6000000163912773
pinaster_low,1971,11,11.112336659932186,4.666666700939337,40.600000970065594
pinaster_low,1971,12,10.82256274460624,4.6483870629341375,41.49999964237213
pinaster_low,1972,1,6.966232924588498,3.277419341668006,76.40000090748072
pinaster_low,1972,2,11.023746598215247,4.668965549304567,45.70000025629997
pinaster_low,1972,3,19.529475243684487,6.174193566845309,64.700000166893
pinaster_low,1972,4,37.551334711059326,9.576666673024496,10.10000003129244
pinaster_low,1972,5,55.52080559119618,11.825806371627316,41.999999925494194
pinaster_low,1972,6,89.74259526368876,16.86999994913737,8.399999797344208
pinaster_low,1972,7,124.33830573295972,21.251612755560107,0.10000000149011612
pinaster_low,1972,8,111.60638075541834,20.551612915531283,0.9000000059604645
pinaster_low,1972,9,63.6321434503148,14.823333358764648,46.599999502301216
pinaster_low,1972,10,42.63520066833986,11.577419311769548,132.7999982982874
pinaster_low,1972,11,25.786091563237,8.776666688919068,33.40000069886446
pinaster_low,1972,12,12.785666391981652,5.26774202623675,17.800000309944153
pinaster_low,1973,1,10.093973713142828,4.329032267293623,43.10000045597553
pinaster_low,1973,2,8.715445831715638,3.914285672828555,34.00000013411045
pinaster_low,1973,3,19.88381480557124,6.258064493056266,67.00000034272671
pinaster_low,1973,4,38.35471093010778,9.729999923706057,8.100000001490116
pinaster_low,1973,5,71.04411547803757,14.229032301133678,39.60000038146973
pinaster_low,1973,6,91.97074840959657,17.183333365122476,7.300000205636024
pinaster_low,1973,7,126.581847430468,21.538709702030307,0
pinaster_low,1973,8,125.17957181080678,22.39999992616715,7.000000178813934
pinaster_low,1973,9,91.09731478527628,19.403333473205567,0
pinaster_low,1973,10,48.100924891742935,12.674193536081622,142.70000183582306
pinaster_low,1973,11,29.099410601956045,9.609999990463256,31.900000661611557
pinaster_low,1973,12,11.325874658022371,4.809677423969392,135.80000043660402
pinaster_low,1974,1,19.221922487944077,7.019354812560543,15.400000050663948
pinaster_low,1974,2,10.930457577185296,4.639285717691694,73.99999995529652
pinaster_low,1974,3,20.70754178556484,6.451612926298572,37.600000113248825
pinaster_low,1974,4,26.85521104931257,7.446666685740153,59.80000053346157
pinaster_low,1974,5,75.783141554863,14.935483978640647,2.500000014901161
pinaster_low,1974,6,93.35233884707594,17.37666654586792,17.70000009983778
pinaster_low,1974,7,130.46197414521447,22.032258064516128,0.5000000149011612
pinaster_low,1974,8,123.5725572010955,22.18387105388026,0
pinaster_low,1974,9,83.17785698717651,18.12333345413208,1.5000000074505806
pinaster_low,1974,10,36.34705753060922,10.27096776808462,40.39999935775995
pinaster_low,1974,11,25.434307605831872,8.686666679382324,7.199999824166298
pinaster_low,1974,12,19.447850150524317,7.216129056869015,0.10000000149011612
pinaster_low,1975,1,16.710704265610783,6.319354787949593,22.20000087469816
pinaster_low,1975,2,15.240565902166606,5.953571421759469,36.00000009685755
pinaster_low,1975,3,14.68029913753588,4.983870990814701,81.99999894946814
pinaster_low,1975,4,30.734031619869494,8.239999985694885,76.10000114887953
pinaster_low,1975,5,46.9967572322122,10.435483932495115,51.5999993160367
pinaster_low,1975,6,84.06986010390844,16.063333384195964,48.50000023841858
pinaster_low,1975,7,141.78079447777785,23.451612903225808,0.20000000298023224
pinaster_low,1975,8,122.11397372794316,21.987096724971646,0.4000000134110451
pinaster_low,1975,9,70.68570746968622,16.040000120798748,2.000000052154064
pinaster_low,1975,10,52.20564187752662,13.477419360991448,2.1000000163912773
pinaster_low,1975,11,21.06130742757358,7.540000009536743,16.900000400841236
pinaster_low,1975,12,7.206087865927127,3.425806453151087,46.00000086426735
pinaster_low,1976,1,9.834199583626422,4.245161272585392,42.39999961853027
pinaster_low,1976,2,10.969529661638076,4.651724137108902,22.899999640882015
pinaster_low,1976,3,20.528360909457668,6.409677482420398,11.900000005960464
pinaster_low,1976,4,23.948656096453877,6.833333349227905,83.19999966025352
pinaster_low,1976,5,61.59449909101055,12.78387088160361,49.99999947845936
pinaster_low,1976,6,95.24239685856926,17.640000025431316,1.600000001490116
pinaster_low,1976,7,120.52995675863806,20.761290519468247,8.69999984651804
pinaster_low,1976,8,114.65154161406738,20.970967692713582,0
pinaster_low,1976,9,67.51291470850705,15.496666622161865,15.600000359117985
pinaster_low,1976,10,33.67955741535997,9.69999998615634,77.29999992251396
pinaster_low,1976,11,14.937985753830109,5.826666704813639,7.800000004470348
pinaster_low,1976,12,14.89222647494633,5.906451594445013,132.39999996125698
pinaster_low,1977,1,10.6083895335508,4.493548382674494,48.90000060200691
pinaster_low,1977,2,15.24056601836128,5.953571455819266,17.700000077486038
pinaster_low,1977,3,29.07417921860821,8.322580652852212,7.000000096857548
pinaster_low,1977,4,47.40604386687427,11.406666692097982,1.7999999821186066
pinaster_low,1977,5,54.03230777753257,11.587096829568186,28.200000315904617
